Date,Move Actual,Move Goal,Exercise Actual,Exercise Goal,Stand Actual,Stand Goal
2023-06-30,131.53,400.00,8.00,30.00,8,12
2023-07-01,11.65,400.00,7.00,30.00,0,12
2023-07-02,383.60,400.00,66.00,30.00,9,12
2023-07-03,238.80,400.00,14.00,30.00,8,12
2023-07-04,357.92,400.00,54.00,30.00,6,12
2023-07-05,150.49,400.00,9.00,30.00,5,12
2023-07-06,326.49,400.00,16.00,30.00,14,12
2023-07-09,0.00,400.00,0.00,30.00,0,12
2023-07-10,286.76,400.00,51.00,30.00,7,12
2023-07-15,0.00,400.00,0.00,30.00,0,12
2023-07-16,210.72,400.00,5.00,30.00,6,12
2023-07-17,4.56,400.00,3.00,30.00,0,12
2023-07-18,254.58,400.00,19.00,30.00,9,12
2023-07-19,358.04,400.00,60.00,30.00,6,12
2023-07-20,37.58,400.00,3.00,30.00,2,12
2023-07-21,0.67,400.00,0.00,30.00,0,12
2023-07-22,30.80,400.00,0.00,30.00,1,12
2023-07-23,690.06,400.00,97.00,30.00,11,12
2023-07-24,407.66,400.00,58.00,30.00,9,12
2023-07-25,369.15,400.00,27.00,30.00,8,12
2023-07-26,244.16,400.00,9.00,30.00,8,12
2023-07-27,1.38,400.00,0.00,30.00,0,12
2023-07-28,0.11,400.00,0.00,30.00,0,12
2023-07-30,0.00,400.00,0.00,30.00,0,12
2023-07-31,1.60,400.00,1.00,30.00,0,12
2023-08-01,527.11,400.00,88.00,30.00,9,12
2023-08-02,357.76,400.00,48.00,30.00,10,12
2023-08-03,138.55,400.00,4.00,30.00,5,12
2023-08-04,842.00,400.00,151.00,30.00,10,12
2023-08-05,81.70,400.00,11.00,30.00,5,12
2023-08-06,557.31,400.00,74.00,30.00,10,12
2023-08-07,539.98,400.00,80.00,30.00,8,12
2023-08-08,368.54,400.00,56.00,30.00,7,12
2023-08-09,233.47,400.00,17.00,30.00,8,12
2023-08-10,433.58,400.00,63.00,30.00,10,12
2023-08-11,3.92,400.00,2.00,30.00,0,12
2023-08-12,117.29,400.00,0.00,30.00,5,12
2023-08-13,9.50,400.00,4.00,30.00,0,12
2023-08-14,210.73,400.00,16.00,30.00,6,12
2023-08-15,7.14,400.00,4.00,30.00,0,12
2023-08-16,378.03,400.00,64.00,30.00,7,12
2023-08-17,265.56,400.00,23.00,30.00,7,12
2023-08-18,0.00,400.00,0.00,30.00,0,12
2023-08-19,353.14,400.00,47.00,30.00,4,12
2023-08-20,838.51,400.00,111.00,30.00,10,12
2023-08-21,404.71,400.00,53.00,30.00,6,12
2023-08-22,283.18,400.00,28.00,30.00,7,12
2023-08-23,290.37,400.00,34.00,30.00,10,12
2023-08-24,420.65,400.00,51.00,30.00,14,12
2023-08-25,362.18,400.00,47.00,30.00,11,12
2023-08-26,428.22,400.00,70.00,30.00,10,12
2023-08-27,424.29,400.00,52.00,30.00,13,12
2023-08-28,283.24,400.00,22.00,30.00,13,12
2023-08-29,157.32,400.00,11.00,30.00,7,12
2023-08-30,95.25,400.00,2.00,30.00,2,12
2023-08-31,453.51,400.00,74.00,30.00,7,12
2023-09-01,80.32,400.00,3.00,30.00,5,12
2023-09-02,293.35,400.00,46.00,30.00,7,12
2023-09-03,325.31,400.00,47.00,30.00,6,12
2023-09-04,353.91,400.00,34.00,30.00,11,12
2023-09-05,674.26,400.00,117.00,30.00,12,12
2023-09-06,682.39,400.00,118.00,30.00,11,12
2023-09-07,479.91,400.00,48.00,30.00,12,12
2023-09-08,273.69,400.00,8.00,30.00,10,12
2023-09-09,109.01,400.00,3.00,30.00,6,12
2023-09-10,374.63,400.00,72.00,30.00,7,12
2023-09-11,255.45,400.00,27.00,30.00,7,12
2023-09-12,0.00,400.00,0.00,30.00,0,12
2023-09-13,384.79,400.00,65.00,30.00,7,12
2023-09-14,93.50,400.00,16.00,30.00,3,12
2023-09-16,0.00,400.00,0.00,30.00,0,12
2023-09-17,860.17,400.00,190.00,30.00,8,12
2023-09-18,662.37,400.00,140.00,30.00,10,12
2023-09-19,745.05,400.00,131.00,30.00,10,12
2023-09-20,306.00,400.00,45.00,30.00,9,12
2023-09-21,342.67,400.00,28.00,30.00,10,12
2023-09-22,213.52,400.00,4.00,30.00,7,12
2023-09-23,149.89,400.00,10.00,30.00,7,12
2023-09-24,449.50,400.00,52.00,30.00,11,12
2023-09-25,160.23,400.00,5.00,30.00,8,12
2023-09-26,401.77,400.00,65.00,30.00,7,12
2023-09-27,0.00,400.00,0.00,0.00,0,0
2023-09-28,435.78,400.00,34.00,30.00,13,12
2023-09-29,280.46,400.00,5.00,30.00,10,12
2023-09-30,170.62,400.00,15.00,30.00,6,12
2023-10-01,209.88,400.00,0.00,30.00,9,12
2023-10-02,407.87,400.00,49.00,30.00,8,12
2023-10-03,206.20,400.00,13.00,30.00,8,12
2023-10-04,297.88,400.00,28.00,30.00,8,12
2023-10-05,229.94,400.00,11.00,30.00,12,12
2023-10-06,397.41,400.00,56.00,30.00,6,12
2023-10-07,536.79,400.00,90.00,30.00,10,12
2023-10-08,494.02,400.00,65.00,30.00,12,12
2023-10-09,379.92,400.00,21.00,30.00,12,12
2023-10-10,372.97,400.00,56.00,30.00,11,12
2023-10-11,358.69,400.00,38.00,30.00,11,12
2023-10-14,0.00,400.00,0.00,30.00,0,12
2023-10-15,179.64,400.00,5.00,30.00,7,12
2023-10-16,446.69,400.00,64.00,30.00,10,12
2023-10-17,405.79,400.00,59.00,30.00,7,12
2023-10-18,345.21,400.00,47.00,30.00,8,12
2023-10-19,295.86,400.00,32.00,30.00,10,12
2023-10-20,284.56,400.00,6.00,30.00,11,12
2023-10-21,149.01,400.00,9.00,30.00,6,12
2023-10-22,425.50,400.00,55.00,30.00,8,12
2023-10-23,345.97,400.00,58.00,30.00,6,12
2023-10-24,474.32,400.00,88.00,30.00,8,12
2023-10-25,506.24,400.00,84.00,30.00,13,12
2023-10-26,234.07,400.00,15.00,30.00,9,12
2023-10-27,447.55,400.00,71.00,30.00,14,12
2023-10-28,146.38,400.00,7.00,30.00,9,12
2023-10-29,446.60,400.00,70.00,30.00,11,12
2023-10-30,0.00,400.00,0.00,30.00,0,12
2023-10-31,165.25,400.00,8.00,30.00,10,12
2023-11-01,83.63,400.00,1.00,30.00,2,12
2023-11-02,435.40,400.00,62.00,30.00,9,12
2023-11-03,105.80,400.00,20.00,30.00,3,12
2023-11-04,161.31,400.00,12.00,30.00,4,12
2023-11-05,288.60,400.00,28.00,30.00,8,12
2023-11-06,154.23,400.00,27.00,30.00,4,12
2023-11-07,479.28,400.00,84.00,30.00,8,12
2023-11-08,75.47,400.00,5.00,30.00,4,12
2023-11-09,0.00,400.00,0.00,30.00,0,12
2023-11-10,164.46,400.00,22.00,30.00,6,12
2023-11-11,40.06,400.00,6.00,30.00,3,12
2023-11-12,373.71,400.00,65.00,30.00,6,12
2023-11-13,426.31,400.00,95.00,30.00,10,12
2023-11-14,361.00,400.00,62.00,30.00,8,12
2023-11-15,0.21,400.00,0.00,30.00,0,12
2023-11-16,329.30,400.00,51.00,30.00,9,12
2023-11-17,6.41,400.00,4.00,30.00,0,12
2023-11-18,269.72,400.00,52.00,30.00,6,12
2023-11-19,380.58,400.00,61.00,30.00,8,12
2023-11-20,350.76,400.00,56.00,30.00,5,12
2023-11-21,381.99,400.00,60.00,30.00,7,12
2023-11-22,219.71,400.00,31.00,30.00,5,12
2023-11-23,284.68,400.00,26.00,30.00,10,12
2023-11-24,219.64,400.00,10.00,30.00,9,12
2023-11-25,200.93,400.00,15.00,30.00,12,12
2023-11-26,280.48,400.00,20.00,30.00,8,12
2023-11-27,410.56,400.00,26.00,30.00,14,12
2023-11-28,288.47,400.00,20.00,30.00,12,12
2023-11-29,304.30,400.00,21.00,30.00,13,12
2023-11-30,178.45,400.00,13.00,30.00,11,12
2023-12-02,3.90,400.00,2.00,30.00,0,12
2023-12-03,260.12,400.00,19.00,30.00,6,12
2023-12-04,421.92,400.00,43.00,30.00,12,12
2023-12-05,168.66,400.00,11.00,30.00,7,12
2023-12-06,0.59,400.00,0.00,30.00,0,12
2023-12-07,230.14,400.00,14.00,30.00,9,12
2023-12-09,0.00,400.00,0.00,30.00,0,12
2023-12-10,148.48,400.00,8.00,30.00,7,12
2023-12-11,342.25,400.00,41.00,30.00,11,12
2023-12-12,1.42,400.00,1.00,30.00,0,12
2023-12-13,237.53,400.00,18.00,30.00,10,12
2023-12-14,0.11,400.00,0.00,30.00,0,12
2023-12-15,131.88,400.00,8.00,30.00,6,12
2023-12-16,3.81,400.00,2.00,30.00,0,12
2023-12-17,306.05,400.00,54.00,30.00,4,12
2023-12-18,0.00,400.00,0.00,30.00,0,12
2023-12-19,298.55,400.00,17.00,30.00,9,12
2023-12-20,29.13,400.00,0.00,30.00,1,12
2023-12-21,211.42,400.00,12.00,30.00,10,12
2023-12-22,298.75,400.00,52.00,30.00,6,12
2023-12-23,26.87,400.00,5.00,30.00,1,12
2023-12-24,207.44,400.00,12.00,30.00,8,12
2023-12-25,210.63,400.00,22.00,30.00,8,12
2023-12-26,185.81,400.00,8.00,30.00,9,12
2023-12-27,161.58,400.00,12.00,30.00,10,12
2023-12-29,0.03,400.00,0.00,30.00,0,12
2023-12-30,2.43,400.00,2.00,30.00,0,12
