UUID,Start Date,End Date,Type,Name,Duration,Distance,Elevation Ascended,Flights Climbed,Swim Strokes,Total Energy
bb1e0c42-7a3f-403d-84e4-0d1a1d9677fe,2023-01-01T08:58:52Z,2023-01-01T09:09:36Z,52,Walking,644.341,553.41,12.64,0,0,28.95
a3056e25-a8ec-4de3-84ba-4e84994e186f,2023-02-01T03:58:34Z,2023-02-01T04:33:06Z,52,Walking,2072.830,1747.22,20.43,0,0,73.04
4c926709-5209-4f0c-9295-249fe4d46d45,2023-02-07T04:19:42Z,2023-02-07T04:48:38Z,52,Walking,1736.147,2381.50,20.00,0,0,103.33
d760d52c-0dce-4350-908a-40fd4b83e93d,2023-02-07T11:42:12Z,2023-02-07T12:41:11Z,52,Walking,3538.860,4006.56,24.53,0,0,173.72
6ea1ab4c-3b1d-4b9e-b4f3-e5d5d42d90ff,2023-02-08T04:01:18Z,2023-02-08T04:25:29Z,52,Walking,1451.342,2049.76,11.84,0,0,82.96
8f6f1091-7213-42c3-b159-fe391462bd5d,2023-02-08T10:43:26Z,2023-02-08T11:07:42Z,52,Walking,1455.099,2175.22,6.61,0,0,84.33
138bd44e-45d1-48d9-bfc2-5fccc9d2b633,2023-02-15T10:50:22Z,2023-02-15T11:34:06Z,52,Walking,2623.888,2449.31,0,0,0,102.84
87c4da40-016d-4b01-8e27-46ff7347c70b,2023-02-20T04:19:30Z,2023-02-20T04:42:29Z,52,Walking,1379.118,1272.14,17.06,0,0,45.74
3132352d-5794-4e2c-92f7-8f644ff95dee,2023-02-20T11:05:50Z,2023-02-20T12:08:52Z,52,Walking,3206.451,2905.40,6.32,0,0,113.29
8faa0d05-0de5-4d6b-a721-7563a1ff6171,2023-02-21T01:01:40Z,2023-02-21T01:27:24Z,52,Walking,1544.026,2050.08,27.79,0,0,86.43
3130b57a-9de1-488b-a1f7-c4cb8760708a,2023-02-22T01:02:48Z,2023-02-22T01:48:34Z,52,Walking,2745.205,2143.61,25.75,0,0,123.48
3e9bdab3-9c08-4dce-a53e-ec7de80771a7,2023-02-22T05:19:33Z,2023-02-22T10:13:58Z,52,Walking,3227.848,3217.07,0,0,0,160.09
ae860036-be25-4964-96ff-12c77038e5b9,2023-02-24T07:08:42Z,2023-02-24T10:37:10Z,52,Walking,9863.197,5417.33,6.20,0,0,286.40
23dfaf78-cf02-4591-bfc3-8cc7bff291f4,2023-02-24T13:37:32Z,2023-02-24T14:23:28Z,52,Walking,2756.625,1973.72,0,0,0,83.87
b9729ab9-25c3-4919-a510-433662c39f51,2023-02-27T06:07:21Z,2023-02-27T06:41:43Z,52,Walking,2062.607,2411.71,0,0,0,95.98
76b86f75-5f74-426a-a776-e13dcf21dba6,2023-02-27T09:21:19Z,2023-02-27T09:59:09Z,52,Walking,2269.475,2742.21,0,0,0,152.32
e316ef0e-f043-4b43-a770-74330d26f32c,2023-02-28T06:27:30Z,2023-02-28T07:21:23Z,52,Walking,3230.834,3707.38,21.81,0,0,127.52
3bc331ca-f0a8-4a29-8eeb-b22fa294dd3a,2023-03-07T10:16:12Z,2023-03-07T11:01:41Z,52,Walking,2729.159,3276.76,13.30,0,0,173.12
d99da5bd-a86e-4057-8d18-1b71d3778440,2023-03-08T08:36:09Z,2023-03-08T10:25:43Z,52,Walking,5568.360,5875.75,33.06,0,0,270.70
930019a3-92c6-4bb6-a902-5928f8d5591a,2023-03-09T11:02:11Z,2023-03-09T11:48:38Z,52,Walking,2786.447,3365.77,21.15,0,0,130.45
4555d9d7-8203-4c3b-a921-12b29320285b,2023-03-10T00:51:03Z,2023-03-10T01:34:20Z,52,Walking,2597.253,3319.04,19.14,0,0,165.70
963c4c26-c5f8-43cd-9cb3-ec6a03e569ba,2023-03-10T10:56:34Z,2023-03-10T11:26:10Z,52,Walking,1776.149,1011.44,8.67,0,0,56.25
f02ac3fa-e83b-431c-bf8c-5b05082854ab,2023-03-14T03:54:31Z,2023-03-14T04:14:38Z,52,Walking,1206.642,1108.20,0,0,0,45.97
e0b53703-4216-48e9-85f4-32296a776d85,2023-03-14T10:02:00Z,2023-03-14T10:39:47Z,52,Walking,2266.356,2713.77,3.28,0,0,113.18
6dba1b8a-5fc6-4695-812f-7fe23061d129,2023-03-18T03:11:35Z,2023-03-18T03:15:03Z,63,High Intensity Interval Training,207.731,0.00,0,0,0,28.75
feec5a24-fd90-4bac-bdf7-ed7eea539602,2023-03-20T09:48:02Z,2023-03-20T10:31:49Z,52,Walking,2626.648,2949.27,16.48,0,0,131.87
680faa19-b0e0-4c2a-a6ad-97b833fbb600,2023-03-20T11:55:36Z,2023-03-20T12:26:20Z,63,High Intensity Interval Training,1788.807,0.00,0,0,0,221.36
50c7a091-4770-49fe-8e66-d4d2e6bfc07e,2023-03-21T01:08:40Z,2023-03-21T01:37:21Z,52,Walking,1721.988,1770.62,11.62,0,0,99.20
b1770b37-432a-42e8-a737-376f4441b3f2,2023-03-22T09:53:13Z,2023-03-22T10:38:29Z,52,Walking,2715.987,3007.97,18.90,0,0,127.62
e3239d73-d982-4dcf-9232-f7b1ac6c9b11,2023-03-22T15:02:25Z,2023-03-22T15:12:49Z,63,High Intensity Interval Training,624.402,0.00,0,0,0,92.06
9d9c6bfb-33b4-4ce6-8d40-0f12c1844a25,2023-03-26T13:34:00Z,2023-03-26T14:19:58Z,52,Walking,2757.961,1896.49,15.75,0,0,84.80
46df85d6-ddd8-4007-8497-1bbd8f251305,2023-03-27T10:22:37Z,2023-03-27T10:38:18Z,52,Walking,941.939,440.85,7.84,0,0,28.81
1b6eb101-5bb0-4636-bc4d-55f04e00c757,2023-03-28T09:56:43Z,2023-03-28T10:38:27Z,52,Walking,2503.757,2878.22,24.69,0,0,121.31
8eba7cd6-576b-4897-b3f8-5cef2067c674,2023-03-28T12:33:57Z,2023-03-28T14:15:04Z,24,Hiking,5684.355,5670.29,217.61,0,0,352.80
dbd2a9d2-cff5-475a-abd2-6f007bc1b64b,2023-03-29T03:42:47Z,2023-03-29T04:16:16Z,52,Walking,2008.951,3051.07,28.45,0,0,134.42
7120e9ac-d90b-43ea-a1e6-6861d8a87a7a,2023-03-29T09:47:46Z,2023-03-29T10:24:01Z,52,Walking,2175.554,2956.59,25.07,0,0,132.16
bdde461c-3399-470c-8dcb-b3e69d183c19,2023-03-29T12:33:28Z,2023-03-29T12:56:46Z,63,High Intensity Interval Training,1398.425,0.00,0,0,0,190.95
bc395602-c4b2-4462-88e9-4300630714aa,2023-03-30T01:16:21Z,2023-03-30T01:36:27Z,52,Walking,1206.368,1347.48,7.62,0,0,69.05
ff118f56-59c4-48e0-b47f-3403651d72f7,2023-03-30T09:49:35Z,2023-03-30T10:24:32Z,52,Walking,2096.661,3027.14,24.88,0,0,148.30
ebf4309f-e273-42cf-b20c-236d45d8c6c2,2023-03-30T13:43:56Z,2023-03-30T14:08:59Z,63,High Intensity Interval Training,1502.579,0.00,0,0,0,200.28
f80d6b37-5652-46bc-8b1e-52fd428b556d,2023-03-31T00:14:36Z,2023-03-31T01:39:23Z,52,Walking,4601.688,5585.84,29.32,0,0,274.91
ac33cc62-e0f7-4abf-8577-9b206724acf7,2023-03-31T09:38:16Z,2023-03-31T09:44:15Z,37,Running,359.215,492.20,0,0,0,22.60
42ad21df-64a4-49b9-8ddd-066a037a08a8,2023-03-31T10:58:17Z,2023-03-31T11:10:22Z,52,Walking,725.354,1088.32,8.30,0,0,49.30
041daf34-ff57-407b-be0e-6b3938d6592a,2023-03-31T12:19:43Z,2023-03-31T13:11:58Z,52,Walking,3135.115,2754.47,9.99,0,0,129.43
6e019078-7ff8-4322-be29-463fdabcf6b5,2023-04-01T08:39:48Z,2023-04-01T10:36:54Z,52,Walking,6079.609,6885.72,8.31,0,0,290.06
85584fe7-a615-4aa8-95f1-b1d0b6d021b0,2023-04-04T04:33:06Z,2023-04-04T04:53:00Z,52,Walking,1193.968,942.30,0,0,0,46.65
7287c4de-603f-41d3-9d6a-4dcd3498c026,2023-04-04T11:56:34Z,2023-04-04T12:13:17Z,63,High Intensity Interval Training,1002.507,0.00,0,0,0,139.30
06da381c-e3c2-45f8-bb10-e619c2ed993d,2023-04-06T09:59:37Z,2023-04-06T10:45:35Z,52,Walking,2757.459,3427.93,23.96,0,0,136.53
26b5fd75-c8a2-4212-b316-8c28c1cf4631,2023-04-06T11:58:14Z,2023-04-06T12:20:39Z,63,High Intensity Interval Training,1345.060,0.00,0,0,0,185.27
e2653d82-8541-42bd-b749-ddb70da40e0e,2023-04-06T13:15:19Z,2023-04-06T13:28:27Z,73,Mixed Cardio,788.843,1661.92,0,0,0,80.15
ac5684ba-5016-4a0a-9bca-7f5fcafb95b9,2023-04-08T02:21:03Z,2023-04-08T02:44:13Z,63,High Intensity Interval Training,1389.833,0.00,0,0,0,159.01
bc828f94-4a49-4be7-9d5f-5a0b9891bf2c,2023-04-08T02:45:18Z,2023-04-08T02:49:46Z,63,High Intensity Interval Training,267.434,0.00,0,0,0,20.41
8d918089-b3d4-437c-b33f-3cfddd8a36d2,2023-04-08T14:39:46Z,2023-04-08T15:17:27Z,52,Walking,2261.191,2505.34,21.61,0,0,96.17
065e3fa0-a45d-48c5-b207-01fbcfcec485,2023-04-09T00:57:01Z,2023-04-09T01:55:03Z,52,Walking,3482.492,3148.45,0,0,0,168.80
16aa162f-626d-4985-84bf-d4bac6485506,2023-04-10T11:22:55Z,2023-04-10T12:10:43Z,52,Walking,2867.723,3612.61,23.20,0,0,167.95
9a5bccb8-319b-4c9a-b1bf-e67442c22e6a,2023-04-10T13:26:41Z,2023-04-10T13:46:29Z,63,High Intensity Interval Training,1188.461,0.00,0,0,0,158.93
722955a1-975a-4fba-93ed-586d04af1de1,2023-04-11T00:26:29Z,2023-04-11T00:46:41Z,63,High Intensity Interval Training,1212.831,0.00,0,0,0,133.96
14e9a8f1-04cc-4056-90a5-0e3c64ff0988,2023-04-11T01:19:26Z,2023-04-11T01:37:12Z,52,Walking,1065.780,1321.20,0,0,0,66.24
72e5d030-8ba8-4769-90d9-1979b548454e,2023-04-11T09:38:27Z,2023-04-11T10:18:51Z,52,Walking,2424.019,3449.85,11.73,0,0,152.50
d3249aaf-212b-4f44-b3c2-e4727aa394a9,2023-04-11T12:45:41Z,2023-04-11T13:06:20Z,63,High Intensity Interval Training,1239.203,0.00,0,0,0,145.65
9a76de10-a117-4661-ae68-48b1397dc4f7,2023-04-12T00:23:31Z,2023-04-12T00:45:29Z,63,High Intensity Interval Training,1318.307,0.00,0,0,0,140.62
073192fb-84f4-451a-b05c-5ed67e467254,2023-04-12T00:52:13Z,2023-04-12T01:33:22Z,13,Cycling,1495.651,3685.39,17.66,0,0,72.83
dc3e18f1-46da-4f47-8736-a22d8064e02f,2023-04-12T09:53:11Z,2023-04-12T10:15:16Z,13,Cycling,1325.093,3258.28,13.67,0,0,54.44
b0cfbf42-9e21-4d4d-860e-0df2c9516aa7,2023-04-12T12:57:50Z,2023-04-12T13:19:55Z,63,High Intensity Interval Training,1324.989,0.00,0,0,0,158.54
855b6075-51ad-4fa1-a7d3-ac3a16aa4bca,2023-04-13T00:29:41Z,2023-04-13T00:47:58Z,63,High Intensity Interval Training,1096.755,0.00,0,0,0,127.73
89b156c9-263c-45b2-a6ae-2074f0c20944,2023-04-13T09:46:32Z,2023-04-13T10:28:27Z,52,Walking,2515.567,3378.19,24.96,0,0,160.65
3e23ef38-7a3e-4cb2-9833-d5ff9cf14b9b,2023-04-13T15:15:39Z,2023-04-13T15:33:11Z,63,High Intensity Interval Training,1051.409,0.00,0,0,0,128.39
a16442a9-de21-480a-b27b-c771f385d4ab,2023-04-14T00:52:19Z,2023-04-14T01:12:49Z,63,High Intensity Interval Training,1229.815,0.00,0,0,0,147.43
00d67161-c025-4906-b568-b1b28f9d22eb,2023-04-14T04:48:22Z,2023-04-14T05:28:25Z,52,Walking,2403.356,3229.58,14.84,0,0,150.51
c2a80002-acc5-4e64-a843-74cb591ee0f9,2023-04-15T12:35:46Z,2023-04-15T13:16:52Z,63,High Intensity Interval Training,2466.067,0.00,0,0,0,309.49
91c9a9a4-dc9e-4a61-b707-fed421443cbf,2023-04-15T14:18:19Z,2023-04-15T14:32:11Z,73,Mixed Cardio,830.752,1652.32,0,0,0,80.22
0b8d2357-2b4b-4efd-b3b1-365d7122af05,2023-04-16T13:28:13Z,2023-04-16T14:16:50Z,63,High Intensity Interval Training,2917.197,0.00,0,0,0,373.95
b6066595-0724-47e6-86de-69840b67abb3,2023-04-17T00:30:36Z,2023-04-17T00:51:57Z,63,High Intensity Interval Training,1281.082,0.00,0,0,0,129.63
6c641df9-e184-46da-bf65-a38ebb4dbbb4,2023-04-17T09:44:48Z,2023-04-17T10:18:57Z,52,Walking,2048.585,3024.69,17.50,0,0,146.34
2d07bb0e-41fd-4739-b610-e3ba02a75faf,2023-04-17T13:53:06Z,2023-04-17T14:23:20Z,63,High Intensity Interval Training,1814.106,0.00,0,0,0,233.92
fdc84245-3512-446e-8a27-a01c0055b089,2023-04-18T00:55:41Z,2023-04-18T01:29:02Z,13,Cycling,1316.729,3712.64,11.63,0,0,56.71
ace192f6-632a-4bd1-badd-009b2eab2569,2023-04-18T04:32:17Z,2023-04-18T04:43:08Z,52,Walking,650.826,711.04,12.98,0,0,39.14
8c10fd71-69ba-4b1a-9114-971510263289,2023-04-18T09:44:36Z,2023-04-18T10:03:14Z,13,Cycling,1117.279,3034.82,12.32,0,0,57.66
f42e6046-b7a3-4bc1-971a-e2991c6f7486,2023-04-18T12:40:52Z,2023-04-18T13:28:50Z,63,High Intensity Interval Training,2704.160,0.00,0,0,0,350.27
e4ecff6b-6c82-4b4e-944a-c4b8ed65ef5b,2023-04-19T01:23:52Z,2023-04-19T01:41:43Z,52,Walking,1071.189,1443.07,18.94,0,0,68.99
790c3716-32fd-4bc5-81ec-e019e6630c49,2023-04-19T03:31:15Z,2023-04-19T03:48:50Z,52,Walking,1055.127,928.75,0,0,0,42.96
3c1a5bb3-0e40-4006-ac3e-4b471326181c,2023-04-19T04:01:11Z,2023-04-19T04:14:24Z,52,Walking,792.247,886.46,12.66,0,0,33.48
c905cc4f-28f6-4b3c-8acf-5c7d50014a4c,2023-04-19T10:06:34Z,2023-04-19T10:18:33Z,52,Walking,719.264,680.43,13.87,0,0,40.76
29303c51-daba-44b2-8215-76e3c8778823,2023-04-19T12:31:21Z,2023-04-19T13:38:18Z,63,High Intensity Interval Training,3420.572,0.00,0,0,0,433.32
78327c9c-0eb9-4117-b3cf-e4ccca400dba,2023-04-20T06:05:03Z,2023-04-20T06:16:29Z,52,Walking,686.683,892.84,0,0,0,38.75
b6b3fc62-0acd-4cdc-bed7-8f9c2475ab03,2023-04-20T09:35:10Z,2023-04-20T10:19:16Z,52,Walking,2521.911,3684.07,22.49,0,0,168.28
2c87557a-80c5-4c89-8ed0-b94fa0d7e2fc,2023-04-20T12:41:32Z,2023-04-20T13:46:57Z,63,High Intensity Interval Training,2826.266,0.00,0,0,0,344.77
