Date,Distance Walking/Running,Steps,Distance Swimming,Strokes,Distance Cycling,Distance Wheelchair,Distance Downhill Snowsports
2025-05-08,8180.56,10925.00,0.00,0.00,0.00,0.00,0.00
2025-05-09,8996.11,10613.00,0.00,0.00,0.00,0.00,0.00
2025-05-10,13742.94,18253.00,0.00,0.00,0.00,0.00,0.00
2025-05-11,5643.84,7175.00,0.00,0.00,0.00,0.00,0.00
2025-05-12,7373.05,9922.00,0.00,0.00,0.00,0.00,0.00
2025-05-13,5691.71,6587.00,0.00,0.00,0.00,0.00,0.00
2025-05-14,7225.20,10221.00,0.00,0.00,0.00,0.00,0.00
2025-05-15,9807.10,13763.00,0.00,0.00,0.00,0.00,0.00
2025-05-16,8492.77,11273.00,0.00,0.00,0.00,0.00,0.00
2025-05-17,2865.23,4256.54,0.00,0.00,0.00,0.00,0.00
2025-05-18,4545.96,6825.46,0.00,0.00,0.00,0.00,0.00
2025-05-19,7891.27,10935.00,0.00,0.00,0.00,0.00,0.00
2025-05-20,6329.89,9110.00,0.00,0.00,0.00,0.00,0.00
2025-05-21,6718.47,9477.00,0.00,0.00,0.00,0.00,0.00
2025-05-22,6234.02,8740.00,0.00,0.00,0.00,0.00,0.00
2025-05-23,3207.01,4389.92,0.00,0.00,0.00,0.00,0.00
2025-05-24,9931.56,13605.08,0.00,0.00,0.00,0.00,0.00
2025-05-25,11688.40,16042.22,0.00,0.00,0.00,0.00,0.00
2025-05-26,11731.79,16393.00,0.00,0.00,0.00,0.00,0.00
2025-05-27,8505.30,12012.00,0.00,0.00,0.00,0.00,0.00
2025-05-28,5423.59,7632.93,0.00,0.00,0.00,0.00,0.00
2025-05-29,9915.04,13389.00,0.00,0.00,0.00,0.00,0.00
2025-05-30,2439.55,3531.00,0.00,0.00,0.00,0.00,0.00
2025-05-31,380.17,593.00,0.00,0.00,0.00,0.00,0.00
2025-06-01,4911.42,7911.00,0.00,0.00,0.00,0.00,0.00
2025-06-02,8842.55,11887.00,0.00,0.00,0.00,0.00,0.00
2025-06-03,7435.12,10302.00,0.00,0.00,0.00,0.00,0.00
2025-06-04,5945.26,8056.58,0.00,0.00,0.00,0.00,0.00
